GenBank,Seq.Names,Clade.Label,MajorGroup,Group,ThermoMode,Class,Order,Family,Species,dN,dS,dNdS,Clade,Clade.Age,Tip.Age,Lat,AnnualTemp,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
KT601092.1,Tridentiger_obscurus_KT601092.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Tridentiger_obscurus,9.41E-11,3.97E-09,0.023668515,Fishes_Node4598,36.1261801,31.97547714,35.60869565,16.09885159,Marine&Freshwater,49.6,6.209146166,1.104013922,12109,NA,FishBase,"Reproductive cycle of dusky tripletooth goby Tridentiger obscurus in Jeju island, Korea",,
KT781104.1,Amblychaeturichthys_hexanema_KT781104.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Amblychaeturichthys_hexanema,3.34E-10,6.77E-09,0.049424967,Fishes_Node4600,52.88490284,52.88490253,34.29365079,17.87517357,Marine,37.4,7.002463386,1.216449292,5877.679187,NA,FishBase,,,
KC480264.1,Lophiogobius_ocellicauda_KC480264.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Lophiogobius_ocellicauda,2.26E-10,1.00E-08,0.022576598,Fishes_Node4600,52.88490284,32.89843014,36.025,14.23738852,Marine&Freshwater,13.5,5.351398872,0.979258198,3171.754576,NA,FishBase,,,
AY486321.1,Acanthogobius_hasta_AY486321.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Synechogobius_hasta,3.16E-10,5.37E-09,0.05893455,Fishes_Node4600,52.88490284,14.7135605,29.86526946,19.12484417,Marine&Freshwater,1051.9,12.55385487,1.947989268,56529,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
MT258987.1,Acanthogobius_stigmothonus_MT258987.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Acanthogobius_flavimanus,4.68E-10,6.41E-09,0.073032389,Fishes_Node4600,52.88490284,14.7135605,36.07352941,15.82795582,Marine&Freshwater,212.6,9.464229654,1.551044163,23782,NA,FishBase,Ecological Characteristics and Estimated Production of Fish Species in an Eelgrass Bed of Dongdae Bay,,
KP013101.1,Eucyclogobius_newberryi_KP013101.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Eucyclogobius_newberryi,2.21E-10,1.04E-08,0.021273378,Fishes_Node4603,57.61805513,31.05230911,36.75,13.64351044,Marine&Freshwater,1.4,1,0.739418352,531,NA,FishBase,"Spawning time, fecundity, habitat utilization, and parasites of Eucyclogobius newberryi in Humboldt County, Big Lagoon, CA",,FishBase
FJ211845.1,Gillichthys_mirabilis_FJ211845.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Gillichthys_mirabilis,2.46E-10,6.12E-09,0.040256454,Fishes_Node4603,57.61805513,14.01385965,30.22222222,20.141222,Marine,310.8,2,1.322895147,27000,NA,FishBase,FishBase,,FishBase
FJ211846.1,Gillichthys_seta_FJ211846.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Gillichthys_seta,1.95E-10,6.98E-09,0.028015831,Fishes_Node4603,57.61805513,14.01385965,29.86363636,23.11350632,Marine,5.6,4.556396007,0.860121931,2193.159624,NA,FishBase,,,
MG018480.1,Gymnogobius_petschiliensis_MG018480.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Gymnogobius_petschiliensis,3.53E-10,3.98E-09,0.088677712,Fishes_Node4603,57.61805513,6.5940139,40.58510638,13.53592358,Marine&Freshwater,5.6,4.556396007,0.860121931,2193.159624,NA,FishBase,,,
KT601093.1,Gymnogobius_urotaenia_KT601093.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Gymnogobius_urotaenia,8.18E-11,2.50E-09,0.032673366,Fishes_Node4603,57.61805513,6.5940139,37.03061224,14.30696297,Marine&Freshwater,31.8,6.209146166,1.104013922,4000,NA,FishBase,"Biology, Abundance, and Life Cycle of Big__Head Far East Goby Gymnogobius urotaenia (Gobiidae) from the Serebryanka River (Central Primor¡¯e)",,
KP696748.1,Chaenogobius_gulosus_KP696748.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Chaenogobius_gulosus,3.39E-10,8.34E-09,0.040631039,Fishes_Node4603,57.61805513,21.06974148,33.86619718,20.55088806,Marine,12.6,5.622462046,1.019074813,6059,NA,FishBase,"Reproductive Characteristic of Gluttonous goby, Chaenogobius gulosus in the Coastal Waters of Tong- yeong, Korea",,
MH682216.1,Luciogobius_grandis_MH682216.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Luciogobius_grandis,1.50E-10,1.90E-09,0.07863448,Fishes_Node4603,57.61805513,1.98936902,34.18181818,20.1041584,Marine,1,3.777506389,0.739418352,716,NA,FishBase,Reproductive Biology and Population Dynamics of Luciogobius guttatus (Pisces: Gobiidae) in the Southwestern of Korea,,
JX971538.1,Luciogobius_platycephalus_JX971538.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Luciogobius_platycephalus,1.95E-10,1.17E-09,0.167597765,Fishes_Node4603,57.61805513,1.98936902,36.58108108,17.78671074,Marine,4.8,4.428959051,0.840664981,2054.982412,NA,FishBase,,,
KF040451.1,Luciogobius_pallidus_KF040451.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Luciogobius_pallidus,2.64E-10,8.92E-09,0.029631968,Fishes_Node4603,57.61805513,10.57192712,34.43333333,18.13750324,Marine&Freshwater,0.5,3.105553521,0.63135906,910.2329043,NA,FishBase,,,
MH682217.1,Luciogobius_elongatus_MH682217.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Luciogobius_elongatus,2.69E-10,1.15E-08,0.023489803,Fishes_Node4603,57.61805513,10.57192712,36.26388889,18.54786873,Marine,0.2,2.745008174,0.57154016,685.8079098,NA,FishBase,,,
KU376498.1,Stigmatogobius_pleurostigma_KU376498.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Stigmatogobius_pleurostigma,1.42E-10,6.18E-09,0.023054684,Fishes_Node4603,57.61805513,43.93987836,6.722222222,27.09174805,Freshwater,2.9,4.027412247,0.778628608,5650,NA,FishBase,"Reproductive biological traits of the goby Stigmatogobius pleurostigma (Bleeker, 1849) from the Mekong Delta, Vietnam",,
KJ082038.1,Eugnathogobius_oligactis_KJ082038.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Pseudogobiopsis_oligactis,2.36E-10,7.63E-09,0.03095706,Fishes_Node4603,57.61805513,32.29977784,8.545977011,25.62102661,Freshwater,1.6,3.886198727,0.756531978,1522.509707,NA,FishBase,,,
KJ150224.1,Redigobius_bikolanus_KJ150224.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Redigobius_bikolanus,3.32E-10,9.20E-09,0.036112257,Fishes_Node4603,57.61805513,32.29977784,17.14264264,25.289254,Marine&Freshwater,1.3,3.474417785,0.691181659,1000,NA,FishBase,FishBase,,
KF193873.1,Pseudogobius_javanicus_KF193873.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Pseudogobius_javanicus,1.84E-10,6.44E-09,0.028587091,Fishes_Node4603,57.61805513,38.0652999,10.7030303,26.87723045,Marine&Freshwater,2.8,3.886198727,0.756531978,1522.509707,NA,FishBase,,,
KT075096.1,Eugnathogobius_variegatus_KT075096.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Eugnathogobius_variegatus,1.89E-10,7.25E-09,0.026031686,Fishes_Node4603,57.61805513,33.15136997,4.650537634,29.10401344,Marine,0.2,2.648759704,0.555320474,631.8912756,NA,FishBase,,,
KF916564.1,Hemigobius_hoevenii_KF916564.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Hemigobius_hoevenii,2.32E-10,5.82E-09,0.039771081,Fishes_Node4603,57.61805513,33.15136997,8.724646983,27.0725563,Marine&Freshwater,1.6,3.886198727,0.756531978,1522.509707,NA,FishBase,,,
MG744345.1,Eugnathogobius_polylepis_MG744345.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Eugnathogobius_polylepis,2.45E-10,9.27E-09,0.026406843,Fishes_Node4603,57.61805513,32.58057096,18.3173913,25.87739754,Marine,0.2,2.745008174,0.57154016,685.8079098,NA,FishBase,,,
KP144793.1,Mugilogobius_chulae_KP144793.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Mugilogobius_chulae,2.03E-10,9.57E-09,0.0211926,Fishes_Node4603,57.61805513,13.86729501,9.69109027,26.77426548,Marine&Freshwater,0.5,3.105553521,0.63135906,3000,NA,FishBase,"Characterization of transcriptional responses mediated by benzo[a]pyrene stress in a new marine fish model of goby, Mugilogobius chulae",,
MF537252.1,Mugilogobius_myxodermus_MF537252.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Mugilogobius_myxodermus,2.59E-10,9.04E-09,0.028623218,Fishes_Node4603,57.61805513,8.1972359,22.625,22.4301178,Freshwater,1.5,3.474417785,0.691181659,1177.527522,NA,FishBase,,,
KF128984.1,Mugilogobius_abei_KF128984.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Mugilogobius_abei,2.46E-10,8.89E-09,0.027671445,Fishes_Node4603,57.61805513,8.1972359,31.79032258,19.4072113,Marine,0.9,3.148254072,0.638351854,939.1996736,NA,FishBase,,,
KX355324.1,Periophthalmodon_schlosseri_KX355324.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Periophthalmodon_schlosseri,1.36E-10,8.33E-09,0.016296572,Fishes_Node4623,40.89622743,19.06354601,7.753044655,27.36965485,Marine&Freshwater,486.9,8.928518926,1.47983277,10263.43792,NA,FishBase,,,
KT821095.1,Periophthalmus_argentilineatus_KT821095.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Periophthalmus_argentilineatus,1.97E-10,9.41E-09,0.020895962,Fishes_Node4623,40.89622743,14.09304079,11.60544512,26.66349144,Marine&Freshwater,178.6,20,1.265133121,6571.671731,NA,FishBase,,,Aquariumwiki.com
NC_037073.1,Periophthalmus_minutus_NC_037073.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Periophthalmus_minutus,2.28E-10,9.83E-09,0.023158313,Fishes_Node4623,40.89622743,14.09304079,9.950913242,28.20316124,Marine,3.2,4.493042695,0.850462551,2123.832992,NA,FishBase,,,
MG680457.1,Periophthalmus_novemradiatus_MG680457.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Periophthalmus_novemradiatus,3.08E-10,1.18E-08,0.026097405,Fishes_Node4623,40.89622743,10.61070452,12.69767442,28.5417881,Marine,10.2,15,0.95014456,2910.853062,NA,FishBase,,,Aquariumwiki.com
KT357639.1,Periophthalmus_magnuspinnatus_KT357639.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Periophthalmus_magnuspinnatus,1.42E-10,1.35E-08,0.010564969,Fishes_Node4623,40.89622743,10.61070445,32.23333333,16.78912659,Freshwater,9.9,8,0.962755751,4768,NA,FishBase,"Reproduction of the goby fish Periophthalmus magnuspinnatus in mud flat of Suncheon Bay, Korea",,Aquariumwiki.com
KT633953.1,Odontamblyopus_rebecca_KT633953.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Odontamblyopus_rebecca,2.25E-10,2.22E-08,0.010135135,Fishes_Node4623,40.89622743,2.77543282,20.72222222,25.35821533,Marine,35,6.233635169,1.107524697,4501.269802,NA,FishBase,,,
KR815520.1,Odontamblyopus_lacepedii_KR815520.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Odontamblyopus_lacepedii,3.49E-10,1.94E-08,0.017976638,Fishes_Node4623,40.89622743,2.77543282,37.68918919,14.30036259,Marine,28.9,9.516454475,1.557944004,11880.31823,NA,FishBase,,,
JN631352.1,Boleophthalmus_pectinirostris_JN631352.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Boleophthalmus_pectinirostris,1.43E-10,1.09E-08,0.013074573,Fishes_Node4623,40.89622743,8.11610647,27.10714286,20.03010044,Marine&Freshwater,61.9,4,1.294414265,14053,NA,FishBase,"Population structure and reproductive characteristics of mudskipper Boleophthalmus pectinirostris, in Shenzhen Bay, China",,FishBase
KF874277.1,Boleophthalmus_boddarti_KF874277.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Boleophthalmus_boddarti,2.32E-10,1.17E-08,0.01981423,Fishes_Node4623,40.89622743,8.11610647,9.838509317,27.13433437,Marine&Freshwater,166.1,10,1.350634252,33800,NA,FishBase,REPRODUCTIVE BIOLOGY OF THE MUDSKIPPER Boleophthalmus boddarti IN SOC TRANG,,Aquariumwiki.com
KT965855.1,Parapocryptes_serperaster_KT965855.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Parapocryptes_serperaster,1.28E-10,6.00E-09,0.021269355,Fishes_Node4623,40.89622743,24.88125154,9.740860215,28.20402527,Marine,57.1,8.170860223,1.377683358,10000,NA,FishBase,Reproductive biology of the burrow dwelling goby Parapocryptes serperaster,,
KJ434599.1,Apocryptodon_punctatus_KJ434599.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Apocryptodon_punctatus,7.21E-10,1.82E-08,0.039606191,Fishes_Node4623,40.89622743,23.84634402,33.35,18.61080227,Marine&Freshwater,1.3,4.130748715,0.794703363,1751.301151,NA,FishBase,,,
JN831381.1,Oxuderces_dentatus_JN831381.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Oxuderces_dentatus,1.18E-10,8.06E-09,0.014626216,Fishes_Node4623,40.89622743,23.84634402,18.15384615,24.58237762,Freshwater,3.1,5.154859571,0.95014456,2910.853062,NA,FishBase,,,
KT277705.1,Scartelaos_gigas_KT277705.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Scartelaos_gigas,1.88E-10,6.60E-09,0.028553012,Fishes_Node4623,40.89622743,23.25650135,32.37037037,18.65104485,Marine,33.1,6.957835057,1.210192141,5792.098932,NA,FishBase,,,
JX891626.1,Odontamblyopus_rubicundus_JX891626.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Odontamblyopus_rubicundus,1.32E-10,2.17E-09,0.06077266,Fishes_Node4623,40.89622743,1.01932554,11.01724138,27.42665291,Marine,80.6,10.04317439,1.627131904,13443.08944,NA,FishBase,,,
KT188772.1,Taenioides_anguillaris_KT188772.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Taenioides_anguillaris,2.64E-10,5.07E-09,0.052142357,Fishes_Node4623,40.89622743,1.01932554,10.26453488,26.71430969,Marine&Freshwater,100.8,11.09639039,1.7634246,16898.79374,NA,FishBase,,,
MK541897.1,Paratrypauchen_microcephalus_MK541897.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Paratrypauchen_microcephalus,2.70E-10,1.04E-08,0.026014473,Fishes_Node4623,40.89622743,14.1334092,12.35007974,27.59144592,Marine,19.8,7.134991114,1.23498524,6135.999571,NA,FishBase,,,
MK541896.1,Amblyotrypauchen_arctocephalus_MK541896.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Amblyotrypauchen_arctocephalus,2.72E-10,6.52E-09,0.041723962,Fishes_Node4623,40.89622743,14.1334092,9.962825279,28.19676399,Marine,37.6,6.450640303,1.138519725,4868.866002,NA,FishBase,,,
JQ027694.1,Trypauchen_vagina_JQ027694.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Trypauchen_vagina,3.44E-10,8.84E-09,0.038877479,Fishes_Node4623,40.89622743,8.08431938,12.60224801,27.64552116,Marine,43.9,7.972439016,1.350634252,12750,NA,FishBase,Aspects of reproductive biology of the red goby Trypauchen vagina (Gobiidae) from the Mekong Delta,,
MK541901.1,Ctenotrypauchen_chinensis_MK541901.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Ctenotrypauchen_chinensis,1.45E-10,9.01E-09,0.01604448,Fishes_Node4623,40.89622743,8.08431938,15.34802432,24.71592293,Marine&Freshwater,6.9,5.648988086,1.022951036,3591.014956,NA,FishBase,,,
MF927489.1,Awaous_banana_MF927489.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Awaous_banana,2.39E-10,1.07E-08,0.022262338,Fishes_Node4641,20.17208579,20.17208506,17.54334365,22.61720123,Freshwater,627.8,8,1.551044163,11731.28359,NA,FishBase,,,Aquariumwiki.com
MK496969.1,Stiphodon_tuivi_MK496969.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Stiphodon_tuivi,2.50E-10,1.83E-08,0.013702307,Fishes_Node4641,20.17208579,5.66240671,9.5,24.99729614,Freshwater,0.4,2.745008174,0.57154016,685.8079098,NA,FishBase,,,
MK496967.1,Stiphodon_pelewensis_MK496967.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Stiphodon_pelewensis,1.63E-10,1.67E-08,0.00974673,Fishes_Node4641,20.17208579,3.29294867,8.397435897,26.40117779,Marine&Freshwater,0.7,3.148254072,0.638351854,939.1996736,NA,FishBase,,,
NC_018054.1,Stiphodon_alcedo_NC_018054.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Stiphodon_alcedo,2.97E-10,2.19E-08,0.013567003,Fishes_Node4641,20.17208579,3.29294867,26.1,22.38720703,Freshwater,1,3.232281975,0.652059339,997.7013255,NA,FishBase,,,
MF927496.1,Sicydium_altum_MF927496.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicydium_altum,2.26E-10,2.08E-08,0.010882852,Fishes_Node4641,20.17208579,4.19366462,9.9,21.49611359,Freshwater,34.2,6.209146166,1.104013922,4460.806509,NA,FishBase,,,
MF927497.1,Sicydium_salvini_MF927497.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicydium_salvini,2.21E-10,2.37E-08,0.009322662,Fishes_Node4641,20.17208579,4.19366462,10.125,24.78391266,Freshwater,14.7,6.209146166,1.104013922,4460.806509,NA,FishBase,,,
MK496950.1,Sicyopterus_lividus_MK496950.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_lividus,2.38E-10,1.84E-08,0.012937495,Fishes_Node4641,20.17208579,3.70293216,7.166666667,28.24653282,Marine&Freshwater,2.3,3.886198727,0.756531978,1522.509707,NA,FishBase,,,
MK496963.1,Sicyopterus_microcephalus_MK496963.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_microcephalus,2.24E-10,1.53E-08,0.014605579,Fishes_Node4641,20.17208579,3.69601263,6.5,24.6300415,Freshwater,15.5,5.488283125,0.999412749,3360.960006,NA,FishBase,,,
MK496954.1,Sicyopterus_longifilis_MK496954.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_longifilis,8.91E-11,2.15E-08,0.004147076,Fishes_Node4641,20.17208579,1.79726829,6.118181818,25.21513977,Freshwater,11.2,5.068751999,0.93732201,2800.51266,NA,FishBase,,,
MK496971.1,Sicyopterus_pugnans_MK496971.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_pugnans,3.24E-10,1.61E-08,0.020123222,Fishes_Node4641,20.17208579,1.79693228,15.1,24.66886292,Freshwater,4,4.298486984,0.820632094,1918.746358,NA,FishBase,,,
MK496986.1,Sicyopterus_stiphodonoides_MK496986.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_stiphodonoides,1.46E-10,1.14E-08,0.012762955,Fishes_Node4641,20.17208579,1.79693228,4.8,24.62632904,Freshwater,0.4,2.792122598,0.579439576,713.111418,NA,FishBase,,,
MK496983.1,Sicyopterus_stimpsoni_MK496983.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_stimpsoni,3.40E-10,1.08E-08,0.031544651,Fishes_Node4641,20.17208579,5.85333892,20.65384615,22.2662735,Marine&Freshwater,98.1,7.521169207,1.288624061,6924.690249,NA,FishBase,,,
MK496937.1,Sicyopterus_eudentatus_MK496937.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_eudentatus,2.52E-10,1.50E-08,0.01675567,Fishes_Node4641,20.17208579,5.10374718,7.166666667,28.24653282,Marine&Freshwater,12.9,5.183304741,0.954371291,2947.832643,NA,FishBase,,,
MK496941.1,Sicyopterus_franouxi_MK496941.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_franouxi,1.75E-10,1.03E-08,0.017014716,Fishes_Node4641,20.17208579,4.67492809,18,20.17465515,Freshwater,24.9,5.985120158,1.071771296,4100.17835,NA,FishBase,,,
MK496976.1,Sicyopterus_sarasini_MK496976.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_sarasini,3.02E-10,1.01E-08,0.029953577,Fishes_Node4641,20.17208579,4.67492809,18.68518519,23.0175415,Freshwater,9.1,5.701740525,1.030649256,3668.409262,NA,FishBase,,,
MK496944.1,Sicyopterus_japonicus_MK496944.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_japonicus,2.53E-10,1.58E-08,0.016043004,Fishes_Node4641,20.17208579,4.05310802,30.21666667,20.12151833,Marine&Freshwater,18.2,6.450640303,1.138519725,224960,NA,FishBase,FishBase,,
MK496965.1,Sicyopterus_parvei_MK496965.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_parvei,4.10E-10,1.17E-08,0.035128039,Fishes_Node4641,20.17208579,3.58668732,7.055555556,25.28977356,Freshwater,8.8,5.67541384,1.026809105,3629.668419,NA,FishBase,,,
MK496975.1,Sicyopterus_punctissimus_MK496975.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_punctissimus,1.56E-10,1.62E-08,0.00965816,Fishes_Node4641,20.17208579,2.79034708,15,22.80538177,Freshwater,22.5,5.754101435,1.03827673,3746.15096,NA,FishBase,,,
MK496961.1,Sicyopterus_marquesensis_MK496961.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_marquesensis,2.05E-10,7.97E-09,0.025774561,Fishes_Node4641,20.17208579,1.92228634,9.1,24.97475586,Freshwater,12.3,5.154859571,0.95014456,2910.853062,NA,FishBase,,,
KF482068.1,Sicyopterus_lagocephalus_KF482068.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_lagocephalus,3.29E-10,1.35E-08,0.024418908,Fishes_Node4641,20.17208579,1.92228634,11.06701031,26.77241249,Marine&Freshwater,25.7,5.959809512,1.06811396,46000,NA,FishBase,FishBase,,
MK496949.1,Sicyopterus_lengguru_MK496949.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_lengguru,2.03E-10,6.31E-09,0.032132387,Fishes_Node4641,20.17208579,1.37028301,3.5,22.70391083,Freshwater,7.2,4.772746879,0.89291559,2439.428913,NA,FishBase,,,
MK496936.1,Sicyopterus_cynocephalus_MK496936.1,Gobiiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Gobiiformes,Gobiidae,Sicyopterus_cynocephalus,6.67E-11,6.83E-09,0.009772452,Fishes_Node4641,20.17208579,1.37028309,7.036231884,24.9239563,Freshwater,56.4,6.799778226,1.187968781,5494.685673,NA,FishBase,,,
AP004438.1,Indostomus_paradoxus_AP004438.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Indostomidae,Indostomus_paradoxus,3.05E-10,9.50E-09,0.032128249,Fishes_Node4666,87.58030934,87.58030934,21.7,23.95522003,Freshwater,0.1,5,0.54093442,84.24552961,NA,FishBase,,,Aquariumwiki.com
KP779623.1,Monopterus_albus_from_KP779623.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus_albus,3.85E-10,6.90E-09,0.055769741,Fishes_Node4666,87.58030934,87.58030934,24.31818182,17.68122864,Freshwater,1023.9,12,3.279769904,1000,NA,FishBase,FishBase,,Aquariumwiki.com
KP342509.1,Sinobdella_sinensis_KP342509.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Sinobdella_sinensis,1.62E-10,2.01E-09,0.080465652,Fishes_Node4667,40.77748769,2.6172165,30.58641975,15.10333862,Freshwater,30.2,8.177985041,1.47418364,4256.664648,NA,FishBase,,,
KT443991.1,Macrognathus_aculeatus_KT443991.1,Synbranchiformes,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus_aculeatus,2.68E-10,3.39E-09,0.078966314,Fishes_Node4667,40.77748769,2.6172165,11.37837838,24.40493469,Freshwater,174,12,1.994660345,6424,NA,FishBase,"A study on the fecundity of a freshwater eel, Macrognathus aculeatus (Bloch) of Mymensingh basin",,Aquariumwiki.com
