,bs_clade,bs_species,clade,phy_species,group,dN,dS,Clade.Size,W
1007,31_10,Pangasius_larnaudii_AP012018.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.004163333,0.185427,28,0.022452681
1008,31_10,Plotosus_lineatus_KU213641.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019904,0.598047,40,0.033281665
1009,31_2,Pangasius_pangasius_KC572135.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.00455,0.189011,28,0.024072673
1010,31_2,Plotosus_japonicus_AP012020.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019752667,0.553954,40,0.035657594
1011,31_3,Pangasianodon_hypophthalmus_KC846907.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.003870667,0.213537667,28,0.018126388
1012,31_3,Plotosus_japonicus_AP012020.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019810333,0.584489333,40,0.033893404
1013,31_4,Pangasius_sanitwongsei_MN809630.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.004952333,0.214768333,28,0.023058955
1014,31_4,Plotosus_japonicus_AP012020.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019470333,0.596481333,40,0.032641983
1015,31_5,Pangasius_larnaudii_AP012018.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.004208667,0.195340333,28,0.021545303
1016,31_5,Plotosus_japonicus_AP012020.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019803333,0.564309,40,0.035093067
1017,31_6,Pangasianodon_gigas_AY762971.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.004858,0.191530333,28,0.025364129
1018,31_6,Plotosus_lineatus_KU213641.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019907333,0.643002,40,0.030959987
1019,31_7,Pangasius_pangasius_KC572135.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.004638667,0.183483667,28,0.025281088
1020,31_7,Plotosus_lineatus_KU213641.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019952333,0.59303,40,0.033644728
1021,31_8,Pangasianodon_hypophthalmus_KC846907.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.003933,0.183730667,28,0.021406334
1022,31_8,Plotosus_lineatus_KU213641.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019911667,0.577643,40,0.034470541
1023,31_9,Pangasius_sanitwongsei_MN809630.1,31,Pangasius_larnaudii_AP012018.1,ingroup,0.005139333,0.188299667,28,0.027293375
1024,31_9,Plotosus_lineatus_KU213641.1,31,Plotosus_japonicus_AP012020.1,ingroup,0.019711667,0.615287667,40,0.032036505
1025,32_1,Ameiurus_catus_MH324423.1,32,Noturus_taylori_KP013089.1,ingroup,0.005654,0.302387667,51,0.018697853
1026,32_1,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007714,0.281557333,5,0.027397617
1027,32_2,Ameiurus_natalis_MF621735.1,32,Noturus_taylori_KP013089.1,ingroup,0.004961333,0.314504333,51,0.015775087
1028,32_2,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007824,0.275010333,5,0.02844984
1029,32_3,Ameiurus_nebulosus_MF621733.1,32,Noturus_taylori_KP013089.1,ingroup,0.006037667,0.316730333,51,0.019062483
1030,32_3,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007473333,0.300804667,5,0.024844473
1031,32_4,Ictalurus_furcatus_MG570460.1,32,Noturus_taylori_KP013089.1,ingroup,0.005021667,0.221069667,51,0.022715313
1032,32_4,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.006895,0.276856333,5,0.024904614
1033,32_5,Ictalurus_punctatus_strain_MF621716.1,32,Noturus_taylori_KP013089.1,ingroup,0.005504,0.258370667,51,0.021302728
1034,32_5,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007108,0.273872667,5,0.025953667
1035,32_6,Ictalurus_pricei_KJ496299.1,32,Noturus_taylori_KP013089.1,ingroup,0.006230667,0.241691667,51,0.025779402
1036,32_6,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.006980667,0.274687,5,0.025413167
1037,32_7,Pylodictis_olivaris_strain_MF621728.1,32,Noturus_taylori_KP013089.1,ingroup,0.005649333,0.204502,51,0.027624832
1038,32_7,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007246333,0.257404333,5,0.028151559
1039,32_8,Noturus_taylori_KP013089.1,32,Noturus_taylori_KP013089.1,ingroup,0.008316,0.265327667,51,0.031342378
1040,32_8,Cranoglanis_bouderius_AY898626.1,32,Cranoglanis_bouderius_AY898626.1,ingroup,0.007063,0.261971,5,0.026960999
1041,33_1,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006277333,0.230751,159,0.027203927
1042,33_1,Tachysurus_virgatus_MT647840.1,33,Rita_rita_KF670723.1,ingroup,0.007178,0.340772667,228,0.021063896
1043,33_10,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007802667,0.304531,159,0.025621913
1044,33_10,Pseudobagrus_ussuriensis_KC188782.1,33,Rita_rita_KF670723.1,ingroup,0.007316,0.369986667,228,0.019773686
1045,33_11,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006429667,0.272151333,159,0.023625336
1046,33_11,Tachysurus_argentivittatus_MW046162.1,33,Rita_rita_KF670723.1,ingroup,0.007401,0.336322333,228,0.022005675
1047,33_12,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008689667,0.245607,159,0.035380371
1048,33_12,Tachysurus_argentivittatus_MW046162.1,33,Rita_rita_KF670723.1,ingroup,0.007398333,0.313920333,228,0.023567551
1049,33_13,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006743,0.295212333,159,0.022841187
1050,33_13,Tachysurus_argentivittatus_MW046162.1,33,Rita_rita_KF670723.1,ingroup,0.006950667,0.335082333,228,0.020743161
1051,33_14,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007062667,0.278053,159,0.025400433
1052,33_14,Tachysurus_argentivittatus_MW046162.1,33,Rita_rita_KF670723.1,ingroup,0.007263667,0.338688667,228,0.021446441
1053,33_15,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007739667,0.310712667,159,0.024909402
1054,33_15,Tachysurus_argentivittatus_MW046162.1,33,Rita_rita_KF670723.1,ingroup,0.007678333,0.337269,228,0.022766199
1055,33_16,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006281667,0.298636667,159,0.021034479
1056,33_16,Tachysurus_intermedius_KY962416.1,33,Rita_rita_KF670723.1,ingroup,0.007345,0.339569333,228,0.02163034
1057,33_17,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008314667,0.273771333,159,0.030370845
1058,33_17,Tachysurus_intermedius_KY962416.1,33,Rita_rita_KF670723.1,ingroup,0.007148333,0.311608667,228,0.022940098
1059,33_18,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006635333,0.329894333,159,0.020113511
1060,33_18,Tachysurus_intermedius_KY962416.1,33,Rita_rita_KF670723.1,ingroup,0.007025667,0.342115333,228,0.02053596
1061,33_19,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006881667,0.27377,159,0.025136672
1062,33_19,Tachysurus_intermedius_KY962416.1,33,Rita_rita_KF670723.1,ingroup,0.007194,0.305646,228,0.023537033
1063,33_2,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008373667,0.240473,159,0.03482165
1064,33_2,Tachysurus_virgatus_MT647840.1,33,Rita_rita_KF670723.1,ingroup,0.007043667,0.36777,228,0.019152369
1065,33_20,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007507333,0.313031667,159,0.023982664
1066,33_20,Tachysurus_intermedius_KY962416.1,33,Rita_rita_KF670723.1,ingroup,0.007557667,0.313198333,228,0.024130609
1067,33_21,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006454,0.255726667,159,0.025237884
1068,33_21,Leiocassis_longirostris_GU596454.1,33,Rita_rita_KF670723.1,ingroup,0.007079,0.345749333,228,0.020474371
1069,33_22,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008593,0.243759333,159,0.035251984
1070,33_22,Leiocassis_longirostris_GU596454.1,33,Rita_rita_KF670723.1,ingroup,0.006908667,0.338490667,228,0.020410213
1071,33_23,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006915667,0.279025,159,0.024785115
1072,33_23,Leiocassis_longirostris_GU596454.1,33,Rita_rita_KF670723.1,ingroup,0.006799333,0.351355,228,0.019351748
1073,33_24,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007114333,0.278141667,159,0.025578093
1074,33_24,Leiocassis_longirostris_GU596454.1,33,Rita_rita_KF670723.1,ingroup,0.006980667,0.373167,228,0.018706549
1075,33_25,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007776667,0.296243667,159,0.026250913
1076,33_25,Leiocassis_longirostris_GU596454.1,33,Rita_rita_KF670723.1,ingroup,0.007310333,0.353874333,228,0.020657993
1077,33_26,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006461667,0.292894,159,0.022061451
1078,33_26,Pseudobagrus_ondon_KJ530689.1,33,Rita_rita_KF670723.1,ingroup,0.007575,0.327635667,228,0.023120193
1079,33_27,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008524333,0.263903667,159,0.032300928
1080,33_27,Pseudobagrus_ondon_KJ530689.1,33,Rita_rita_KF670723.1,ingroup,0.007418,0.296548667,228,0.025014444
1081,33_28,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006732667,0.323258667,159,0.02082749
1082,33_28,Pseudobagrus_ondon_KJ530689.1,33,Rita_rita_KF670723.1,ingroup,0.007176333,0.328108,228,0.021871863
1083,33_29,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006979667,0.273823,159,0.025489702
1084,33_29,Pseudobagrus_ondon_KJ530689.1,33,Rita_rita_KF670723.1,ingroup,0.007330333,0.299823333,228,0.024448842
1085,33_3,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006743667,0.286643667,159,0.023526306
1086,33_3,Tachysurus_virgatus_MT647840.1,33,Rita_rita_KF670723.1,ingroup,0.007003667,0.388305,228,0.018036509
1087,33_30,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007503,0.308762,159,0.02430027
1088,33_30,Pseudobagrus_ondon_KJ530689.1,33,Rita_rita_KF670723.1,ingroup,0.007593333,0.303506,228,0.025018726
1089,33_31,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007513667,0.257767667,159,0.029148988
1090,33_31,Hemibagrus_wyckioides_MN807278.1,33,Rita_rita_KF670723.1,ingroup,0.007713333,0.383000667,228,0.020139216
1091,33_32,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.009560333,0.283343,159,0.033741202
1092,33_32,Hemibagrus_wyckioides_MN807278.1,33,Rita_rita_KF670723.1,ingroup,0.007387333,0.419584333,228,0.017606314
1093,33_33,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007970667,0.293940333,159,0.027116614
1094,33_33,Hemibagrus_wyckioides_MN807278.1,33,Rita_rita_KF670723.1,ingroup,0.007402667,0.406374333,228,0.018216374
1095,33_34,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008112667,0.271125,159,0.029922238
1096,33_34,Hemibagrus_wyckioides_MN807278.1,33,Rita_rita_KF670723.1,ingroup,0.007458333,0.390178333,228,0.019115191
1097,33_35,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008491333,0.288641667,159,0.029418252
1098,33_35,Hemibagrus_wyckioides_MN807278.1,33,Rita_rita_KF670723.1,ingroup,0.007694667,0.362705667,228,0.02121463
1099,33_36,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006542667,0.250135333,159,0.026156507
1100,33_36,Mystus_cavasius_KU870465.1,33,Rita_rita_KF670723.1,ingroup,0.006515,0.391249,228,0.0166518
1101,33_37,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008996667,0.226993333,159,0.039634057
1102,33_37,Mystus_cavasius_KU870465.1,33,Rita_rita_KF670723.1,ingroup,0.006578,0.371341667,228,0.017714145
1103,33_38,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006983333,0.287792,159,0.02426521
1104,33_38,Mystus_cavasius_KU870465.1,33,Rita_rita_KF670723.1,ingroup,0.006177667,0.416647667,228,0.014827076
1105,33_39,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.00712,0.252829,159,0.028161326
1106,33_39,Mystus_cavasius_KU870465.1,33,Rita_rita_KF670723.1,ingroup,0.006269667,0.392853333,228,0.015959306
1107,33_4,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007077,0.274315333,159,0.025798777
1108,33_4,Tachysurus_virgatus_MT647840.1,33,Rita_rita_KF670723.1,ingroup,0.007256667,0.406987,228,0.017830217
1109,33_40,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007574,0.270349,159,0.028015639
1110,33_40,Mystus_cavasius_KU870465.1,33,Rita_rita_KF670723.1,ingroup,0.006455333,0.370850667,228,0.017406827
1111,33_41,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.00638,0.288792667,159,0.022091974
1112,33_41,Pseudobagrus_gracilis_MW980438.1,33,Rita_rita_KF670723.1,ingroup,0.009072333,0.398796333,228,0.02274929
1113,33_42,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008823,0.271037667,159,0.032552671
1114,33_42,Pseudobagrus_gracilis_MW980438.1,33,Rita_rita_KF670723.1,ingroup,0.009126,0.374645,228,0.02435906
1115,33_43,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006907333,0.311415667,159,0.02218043
1116,33_43,Pseudobagrus_gracilis_MW980438.1,33,Rita_rita_KF670723.1,ingroup,0.008783667,0.394564,228,0.022261703
1117,33_44,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007091,0.294379333,159,0.024087968
1118,33_44,Pseudobagrus_gracilis_MW980438.1,33,Rita_rita_KF670723.1,ingroup,0.008900667,0.400369,228,0.022231158
1119,33_45,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007861667,0.336165,159,0.023386333
1120,33_45,Pseudobagrus_gracilis_MW980438.1,33,Rita_rita_KF670723.1,ingroup,0.009393667,0.407036333,228,0.023078202
1121,33_46,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006530333,0.262216667,159,0.024904341
1122,33_46,Leiocassis_crassilabris_JX867257.1,33,Rita_rita_KF670723.1,ingroup,0.007079,0.340108333,228,0.020813956
1123,33_47,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008678333,0.251182667,159,0.034549889
1124,33_47,Leiocassis_crassilabris_JX867257.1,33,Rita_rita_KF670723.1,ingroup,0.006917,0.336004667,228,0.020586024
1125,33_48,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007004,0.296219333,159,0.023644642
1126,33_48,Leiocassis_crassilabris_JX867257.1,33,Rita_rita_KF670723.1,ingroup,0.006803333,0.357084667,228,0.019052438
1127,33_49,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007185333,0.269072,159,0.026704129
1128,33_49,Leiocassis_crassilabris_JX867257.1,33,Rita_rita_KF670723.1,ingroup,0.006965333,0.345533667,228,0.02015819
1129,33_5,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007521667,0.314588,159,0.023909579
1130,33_5,Tachysurus_virgatus_MT647840.1,33,Rita_rita_KF670723.1,ingroup,0.007408,0.410662667,228,0.018039137
1131,33_50,Osteogeneiosus_militaris_MW566786.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007856333,0.300650667,159,0.026131102
1132,33_50,Leiocassis_crassilabris_JX867257.1,33,Rita_rita_KF670723.1,ingroup,0.007303667,0.346752333,228,0.021063064
1133,33_6,Occidentarius_platypogon_KY930717.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006441,0.236801,159,0.027200054
1134,33_6,Pseudobagrus_ussuriensis_KC188782.1,33,Rita_rita_KF670723.1,ingroup,0.007051667,0.329905,228,0.02137484
1135,33_7,Bagre_panamensis_KY930718.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.008561333,0.232879667,159,0.036762906
1136,33_7,Pseudobagrus_ussuriensis_KC188782.1,33,Rita_rita_KF670723.1,ingroup,0.006884333,0.336040667,228,0.020486608
1137,33_8,Sciades_seemanni_AP012003.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.006984667,0.279432,159,0.024995944
1138,33_8,Pseudobagrus_ussuriensis_KC188782.1,33,Rita_rita_KF670723.1,ingroup,0.006853667,0.356023333,228,0.019250611
1139,33_9,Netuma_thalassina_MG587041.1,33,Osteogeneiosus_militaris_MW566786.1,ingroup,0.007083333,0.252639,159,0.028037371
1140,33_9,Pseudobagrus_ussuriensis_KC188782.1,33,Rita_rita_KF670723.1,ingroup,0.006929333,0.342598,228,0.020225843
1141,34_1,Pseudoplatystoma_magdaleniatum_KP090204.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.005291667,0.320836333,112,0.016493352
1142,34_1,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.005380333,0.257378333,37,0.020904376
1143,34_2,Pseudoplatystoma_corruscans_KJ502112.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.005228,0.317252667,112,0.016478979
1144,34_2,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.004832,0.261244667,37,0.018496071
1145,34_3,Sorubim_cuspicaudus_KP090205.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.005185333,0.273764667,112,0.018940842
1146,34_3,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.005301667,0.232654,37,0.022787774
1147,34_4,Sorubim_lima_MN242829.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.004906333,0.272848667,112,0.017981885
1148,34_4,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.005126667,0.245975667,37,0.02084217
1149,34_5,Pimelodus_pictus_AP012019.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.006182667,0.331873333,112,0.018629598
1150,34_5,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.005371,0.2303,37,0.023321754
1151,34_6,Pimelodus_maculatus_KX371345.1,34,Pimelodus_maculatus_KX371345.1,ingroup,0.005957,0.333655,112,0.017853771
1152,34_6,Lophiosilurus_alexandri_KT990219.1,34,Lophiosilurus_alexandri_KT990219.1,ingroup,0.004946667,0.22593,37,0.021894687
1153,35_1,Synodontis_schoutedeni_AP012023.1,35,Synodontis_schoutedeni_AP012023.1,ingroup,0.005449667,0.327392,209,0.016645693
1154,35_1,Malapterurus_electricus_AP012016.1,35,Malapterurus_electricus_AP012016.1,ingroup,0.010596333,0.449819,21,0.023556883
1155,36_1,Salvelinus_leucomaenis_KF974452.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007425333,0.428890667,222,0.017312882
1156,36_1,Esox_niger_MT667244.1,36,Esox_niger_MT667244.1,ingroup,0.014563333,0.440756,14,0.033041713
1157,36_10,Oncorhynchus_gilae_MW300334.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007391,0.437253,222,0.016903257
1158,36_10,Esox_niger_MT667244.1,36,Esox_niger_MT667244.1,ingroup,0.01445,0.465597667,14,0.031035379
1159,36_11,Salvelinus_leucomaenis_KF974452.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007387333,0.425663667,222,0.01735486
1160,36_11,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014452,0.438771667,14,0.032937405
1161,36_12,Thymallus_svetovidovi_MT063031.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.00649,0.38644,222,0.016794328
1162,36_12,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014526,0.367005333,14,0.039579806
1163,36_13,Salmo_trutta_trutta_NC_010007.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007100333,0.346332667,222,0.020501483
1164,36_13,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014277667,0.418972,14,0.034077854
1165,36_14,Coregonus_hoyi_MW856902.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007332,0.455529,222,0.016095572
1166,36_14,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014727667,0.399868667,14,0.03683126
1167,36_15,Oncorhynchus_gorbuscha_EF455489.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007361,0.478226333,222,0.015392293
1168,36_15,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014584667,0.468315333,14,0.031142834
1169,36_16,Prosopium_cylindraceum_strain_MF621759.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007687333,0.448932333,222,0.01712359
1170,36_16,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014341333,0.425048333,14,0.033740477
1171,36_17,Salvelinus_levanidovi_MK695626.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007278,0.442660667,222,0.016441488
1172,36_17,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014495333,0.454402667,14,0.031899754
1173,36_18,Coregonus_oxyrinchus_JQ661403.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007109333,0.428152667,222,0.016604669
1174,36_18,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014509,0.422654667,14,0.034328262
1175,36_19,Coregonus_artedi_MH301055.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007329333,0.464262333,222,0.015787051
1176,36_19,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014730667,0.400851333,14,0.036748454
1177,36_2,Thymallus_svetovidovi_MT063031.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.006532,0.381974333,222,0.017100625
1178,36_2,Esox_niger_MT667244.1,36,Esox_niger_MT667244.1,ingroup,0.014626333,0.362261667,14,0.040375051
1179,36_20,Oncorhynchus_gilae_MW300334.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007402667,0.441301,222,0.016774643
1180,36_20,Esox_americanus_americanus_MT667252.1,36,Esox_niger_MT667244.1,ingroup,0.014392667,0.469906667,14,0.030628777
1181,36_21,Salvelinus_leucomaenis_KF974452.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007218333,0.449318333,222,0.016065076
1182,36_21,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.014811333,0.468935333,14,0.031585023
1183,36_22,Thymallus_svetovidovi_MT063031.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.006686667,0.479326,222,0.013950144
1184,36_22,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.015106333,0.443982667,14,0.034024602
1185,36_23,Salmo_trutta_trutta_NC_010007.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.006986667,0.404427333,222,0.017275456
1186,36_23,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.014842,0.476204,14,0.031167315
1187,36_24,Coregonus_hoyi_MW856902.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007521333,0.437609,222,0.017187337
1188,36_24,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.015515,0.383248333,14,0.04048289
1189,36_25,Oncorhynchus_gorbuscha_EF455489.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007488,0.481712667,222,0.015544536
1190,36_25,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.01518,0.475412667,14,0.031930155
1191,36_26,Prosopium_cylindraceum_strain_MF621759.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007641333,0.430639333,222,0.01774416
1192,36_26,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.014712,0.394566667,14,0.037286475
1193,36_27,Salvelinus_levanidovi_MK695626.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007068,0.461690667,222,0.015308951
1194,36_27,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.014863667,0.477552667,14,0.031124665
1195,36_28,Coregonus_oxyrinchus_JQ661403.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007200667,0.404986,222,0.017780038
1196,36_28,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.015198667,0.402448333,14,0.03776551
1197,36_29,Coregonus_artedi_MH301055.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007516333,0.438117,222,0.017155996
1198,36_29,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.015525,0.374924333,14,0.041408355
1199,36_3,Salmo_trutta_trutta_NC_010007.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007137667,0.347498,222,0.020540166
1200,36_3,Esox_niger_MT667244.1,36,Esox_niger_MT667244.1,ingroup,0.014382,0.42068,14,0.034187506
1201,36_30,Oncorhynchus_gilae_MW300334.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007389667,0.465526667,222,0.015873777
1202,36_30,Esox_masquinongy_MT667256.1,36,Esox_niger_MT667244.1,ingroup,0.014849667,0.496031667,14,0.029936933
1203,36_31,Salvelinus_leucomaenis_KF974452.1,36,Salmo_obtusirostris_NC_037939.1,ingroup,0.007451,0.458447,222,0.016252697
1204,36_31,Esox_reichertii_KF758446.1,36,Esox_niger_MT667244.1,ingroup,0.016627,0.479572333,14,0.034670474
